autor,name_full,n,codigos
gilson ruivo fernandes,Gilson Ruivo Fernandes,1,"{""73727"": 8}"
gilson r.v. filho,Gilson R. V. Filho,1,"{""72609"": 7}"
giovana memari pavanelli,Giovana Memari Pavanelli,10,"{""66838"": 4, ""66842"": 6, ""66853"": 3, ""66864"": 1, ""70852"": 5, ""72626"": 1, ""73086"": 7, ""73173"": 2, ""74175"": 1, ""74368"": 4}"
giovana queda toledo,Giovana Queda Toledo,1,"{""66402"": 6}"
giovana rita punaro,Giovana Rita Punaro,2,"{""72678"": 3, ""72726"": 3}"
giovana r punaro,Giovana R. Punaro,1,"{""68817"": 4}"
giovana wanssa,Giovana Wanssa,1,"{""66456"": 1}"
giovanio vieira da silva,Giovânio Vieira da Silva,4,"{""73548"": 4, ""73568"": 3, ""73572"": 3, ""73636"": 5}"
giovanna giacomini ramalho,Giovanna Giacomini Ramalho,1,"{""73672"": 3}"
giovanna memari pavanelli,Giovanna Memari Pavanelli,1,"{""72610"": 1}"
giovanna moncinhatto bolzan,Giovanna Moncinhatto Bolzan,1,"{""72702"": 3}"
giovanna serrato dos santos,Giovanna Serrato dos Santos,1,"{""66842"": 4}"
giovanni prisinzano pastorelli,Giovanni Prisinzano Pastorelli,1,"{""74043"": 4}"
gisele carla neves,Gisele Carla Neves,1,"{""72929"": 8}"
gisele maciel,Gisele Maciel,1,"{""73062"": 6}"
gisele meinerz,Gisele Meinerz,1,"{""72702"": 8}"
gisele rodrigues lobato,Gisele Rodrigues Lobato,1,"{""72956"": 6}"
gisele silva pereira,Gisele Silva Pereira,1,"{""73546"": 6}"
gisele vajgel fernandes,Gisele Vajgel Fernandes,1,"{""73962"": 5}"
giselle andrade dos santos silva,Giselle Andrade dos Santos Silva,2,"{""73108"": 4, ""73546"": 2}"
giselle santos coelho,Giselle Santos Coelho,1,"{""74069"": 4}"
giulia gabriela borges figueiredo,Giulia Gabriela Borges Figueiredo,1,"{""73062"": 5}"
giulia milanesi brogni,Giulia Milanesi Brogni,1,"{""66554"": 4}"
giulia mitsuko schmit hatae,Giulia Mitsuko Schmit Hatae,1,"{""73062"": 2}"
glauce rejane dos santos,Glauce Rejane dos Santos,1,"{""73030"": 2}"
glaucia valente valadares,Gláucia Valente Valadares,1,"{""73172"": 5}"
glaucio silva de souza,Gláucio Silva de Souza,3,"{""66816"": 6, ""73224"": 6, ""73317"": 6}"
glayber falcao garcia filho,Glayber Falcão Garcia Filho,1,"{""66532"": 3}"
glaydson de oliveira soares,Glaydson de Oliveira Soares,1,"{""73016"": 2}"
gleidemar nogueira do amaral dias,Gleidemar Nogueira do Amaral Dias,1,"{""72028"": 2}"
grace kelly dos santos guimaraes,Grace Kelly dos Santos Guimarães,13,"{""66423"": 4, ""66424"": 2, ""66426"": 4, ""66429"": 3, ""66431"": 4, ""66432"": 4, ""66433"": 1, ""66434"": 4, ""66435"": 1, ""66436"": 4, ""66438"": 4, ""66634"": 7, ""66810"": 5}"
graziela ramos barbosa de souza,Graziela Ramos Barbosa de Souza,2,"{""73532"": 1, ""73543"": 1}"
grazielle mara da mata freire,Grazielle Mara da Mata Freire,1,"{""66448"": 7}"
guilherme alcantara cunha lima,Guilherme Alcântara Cunha Lima,1,"{""72691"": 4}"
guilherme augusto torres da silveira ugino,Guilherme Augusto Torres da Silveira Ugino,1,"{""73960"": 1}"
guilherme borim mirachi,Guilherme Borim Mirachi,1,"{""73739"": 5}"
guilherme botter maio rocha,Guilherme Botter Maio Rocha,1,"{""73322"": 3}"
guilherme de oliveira wilman,Guilherme de Oliveira Wilman,2,"{""66640"": 5, ""73691"": 3}"
guilherme de resende raposo,Guilherme de Resende Raposo,1,"{""66470"": 4}"
guilherme jairo luiz da silva,Guilherme Jairo Luiz da Silva,1,"{""73908"": 3}"
guilherme korting schramm,Guilherme Korting Schramm,2,"{""72727"": 7, ""73743"": 7}"
guilherme lanzi sassaki,Guilherme Lanzi Sassaki,1,"{""66445"": 6}"
guilherme oliveira bastos,Guilherme Oliveira Bastos,1,"{""74356"": 5}"
guilherme palhares aversa santos,Guilherme Palhares Aversa Santos,2,"{""73919"": 6, ""74082"": 6}"
guilherme p santa catharina,Guilherme P. Santa Catharina,1,"{""73808"": 2}"
guilherme ribeiro menezes,Guilherme Ribeiro Menezes,2,"{""73869"": 2, ""74007"": 1}"
guillherme nobre cavalcanti lucas,Guillherme Nobre Cavalcanti Lucas,2,"{""66387"": 2, ""66399"": 6}"
gustavo alvares presidio,Gustavo Alvares Presídio,4,"{""66733"": 2, ""73691"": 7, ""73737"": 3, ""74179"": 3}"
gustavo bitencourt caetano barros,Gustavo Bitencourt Caetano Barros,2,"{""73641"": 4, ""73699"": 4}"
gustavo borges lourenco de sousa,Gustavo Borges Lourenço de Sousa,1,"{""66362"": 1}"
gustavo camara landim,Gustavo Câmara Landim,1,"{""66817"": 7}"
gustavo coelho dantas,Gustavo Coelho Dantas,1,"{""73801"": 4}"
gustavo cortes,Gustavo Côrtes,1,"{""71673"": 5}"
gustavo costa pontes,Gustavo Costa Pontes,2,"{""74046"": 1, ""74225"": 6}"
gustavo dantas,Gustavo Dantas,2,"{""66513"": 5, ""66738"": 4}"
gustavo de oliveira werneck,Gustavo de Oliveira Werneck,2,"{""66455"": 5, ""66793"": 5}"
gustavo farias porciuncula,Gustavo Farias Porciuncula,1,"{""66791"": 2}"
gustavo fernandes ferreira,Gustavo Fernandes Ferreira,5,"{""66715"": 8, ""66816"": 7, ""73220"": 1, ""73224"": 1, ""73317"": 7}"
gustavo gusman matias de oliveira,Gustavo Gusman Matias de Oliveira,1,"{""66816"": 4}"
gustavo lenci marques,Gustavo Lenci Marques,1,"{""73173"": 1}"
gustavo moreira tavares,Gustavo Moreira Tavares,1,"{""72965"": 4}"
gustavo prata misiara,Gustavo Prata Misiara,2,"{""66465"": 4, ""74179"": 5}"
gustavo santos de araujo,Gustavo Santos de Araujo,1,"{""66888"": 5}"
gustavo vasconcelos de araujo,Gustavo Vasconcelos de Araujo,2,"{""66896"": 3, ""73147"": 2}"
hae ii cheong,Hae Ii Cheong,1,"{""66853"": 5}"
halita vieira gallindo vasconcelos,Halita Vieira Gallindo Vasconcelos,2,"{""73085"": 3, ""73979"": 2}"
hanna misse guidi,Hanna Misse Guidi,1,"{""66457"": 4}"
heitor siqueira ribeiro,Heitor Siqueira Ribeiro,1,"{""73016"": 1}"
helady sanders pinheiro,Hélady Sanders Pinheiro,4,"{""66587"": 6, ""66715"": 7, ""66816"": 8, ""72892"": 3}"
helady sanders-pinheiro,Hélady Sanders-Pinheiro,3,"{""66596"": 8, ""66663"": 1, ""66675"": 7}"
helena de almeida tupinamba,Helena de Almeida Tupinambá,1,"{""66695"": 2}"
helena messa,Helena Messa,1,"{""66483"": 2}"
helena pavesi,Helena Pavesi,1,"{""66842"": 3}"
helen caroline ferreira,Helen Caroline Ferreira,3,"{""73474"": 1, ""73475"": 5, ""73478"": 1}"
helen caroline santos da costa,Helen Caroline Santos da Costa,1,"{""66682"": 1}"
helen cristina pimentel sena saldanha moreira,Helen Cristina Pimentel Sena Saldanha Moreira,2,"{""66509"": 1, ""73909"": 2}"
helen kris zanetti,Helen Kris Zanetti,1,"{""68572"": 7}"
helerson de araujo leite,Helerson de Araujo Leite,1,"{""66888"": 7}"
heliana morato lins e mello,Heliana Morato Lins e Mello,4,"{""72639"": 6, ""72742"": 8, ""72822"": 7, ""72916"": 1}"
heliilda silva araujo,Heliilda Silva Araújo,1,"{""66883"": 7}"
helio tedesco silva junior,Hélio Tedesco Silva Junior,3,"{""68572"": 1, ""72780"": 7, ""72899"": 1}"
helio vida cassi,Hélio Vida Cassi,1,"{""73683"": 4}"
helio vida cassi junior,Hélio Vida Cassi Junior,1,"{""73683"": 1}"
heloisa de mesquita tauil,Heloísa de Mesquita Tauil,1,"{""73727"": 6}"
heloisa de sa da silva guerra,Heloisa de Sá da Silva Guerra,2,"{""66844"": 5, ""66863"": 5}"
heloisa reniers vianna,Heloísa Reniers Vianna,2,"{""73903"": 4, ""73926"": 4}"
heloisa trierweiler,Heloísa Trierweiler,1,"{""72610"": 4}"
henricelly ruanna oliveira costa damasceno,Henricelly Ruanna Oliveira Costa Damasceno,1,"{""74250"": 2}"
henrique bertin rojas,Henrique Bertin Rojas,1,"{""73204"": 3}"
henrique cunha moreira de abreu,Henrique Cunha Moreira de Abreu,2,"{""66715"": 2, ""66816"": 2}"
henrique forcinetti marques,Henrique Forcinetti Marques,1,"{""66512"": 3}"
henrique garbin,Henrique Garbin,2,"{""72630"": 5, ""72733"": 7}"
henrique luiz carrascossi,Henrique Luiz Carrascossi,1,"{""73055"": 1}"
henrique mattos da motta,Henrique Mattos da Motta,2,"{""72959"": 6, ""74131"": 6}"
henrique mochida takase,Henrique Mochida Takase,2,"{""66516"": 2, ""74082"": 5}"
henrique moreira rebello,Henrique Moreira Rebello,3,"{""66429"": 8, ""66433"": 8, ""66436"": 8}"
henrique novo costa pereira,Henrique Novo Costa Pereira,1,"{""66615"": 4}"
henrique n watanabe,Henrique N. Watanabe,1,"{""72621"": 3}"
heny rodrigues de oliveira,Heny Rodrigues de Oliveira,1,"{""73074"": 2}"
hermes fritz petermann da silva,Hermes Fritz Petermann da Silva,2,"{""73818"": 1, ""73860"": 3}"
hermes fritz petermann silva,Hermes Fritz Petermann Silva,1,"{""73441"": 4}"
hernando lima nascimento,Hernando Lima Nascimento,1,"{""72969"": 2}"
hernando nascimento lima,Hernando Nascimento Lima,1,"{""72979"": 1}"
heulenmacya rodrigues de matos,Heulenmacya Rodrigues de Matos,8,"{""66397"": 1, ""66398"": 1, ""66539"": 4, ""66540"": 4, ""66561"": 2, ""66575"": 4, ""66759"": 4, ""68585"": 4}"
hicaro hellano goncalves lima paiva,Hícaro Hellano Gonçalves Lima Paiva,1,"{""66721"": 5}"
higor alves oliveira,Higor Alves Oliveira,1,"{""66871"": 3}"
hilton muniz leao filho,Hilton Muniz Leao Filho,1,"{""73666"": 4}"
hipollito de miranda rocha,Hipóllito de Miranda Rocha,1,"{""66824"": 1}"
hivis da costa sousa,Hivis da Costa Sousa,1,"{""66896"": 4}"
hong si nga,Hong Si Nga,2,"{""73919"": 3, ""74082"": 3}"
horacio jose ramalho,Horácio José Ramalho,1,"{""66871"": 5}"
hugo abensur,Hugo Abensur,12,"{""73030"": 5, ""73548"": 6, ""73554"": 6, ""73568"": 5, ""73572"": 5, ""73578"": 4, ""73587"": 6, ""73596"": 6, ""73636"": 6, ""73639"": 6, ""73689"": 7, ""73808"": 7}"
hugo de luca correa,Hugo de Luca Corrêa,1,"{""73016"": 4}"
hugo edgar silva,Hugo Edgar Silva,1,"{""71890"": 3}"
hugo luiz gomes campezato,Hugo Luiz Gomes Campezato,1,"{""73834"": 3}"
hugo silva,Hugo Silva,1,"{""73207"": 3}"
hugo torres de carvalho alves,Hugo Torres de Carvalho Alves,1,"{""74201"": 3}"
humberto rebello narciso,Humberto Rebello Narciso,1,"{""73683"": 8}"
iago gama pimenta murta,Iago Gama Pimenta Murta,1,"{""66451"": 6}"
ianne montes duarte,Ianne Montes Duarte,2,"{""66488"": 7, ""66749"": 7}"
iannie oliveira da silva,Iannie Oliveira da Silva,2,"{""66756"": 1, ""66774"": 2}"
idalecio bernardo,Idalécio Bernardo,1,"{""73988"": 4}"
ida maria maximina fernades charpiot,Ida Maria Maximina Fernades Charpiot,1,"{""73908"": 7}"
idilla floriani,Idilla Floriani,1,"{""73787"": 4}"
igor antunes aguiar,Igor Antunes Aguiar,2,"{""66353"": 4, ""66793"": 1}"
igor brasil costa,Igor Brasil Costa,1,"{""73505"": 4}"
igor campos da silva,Igor Campos da Silva,1,"{""66702"": 7}"
igor eduardo castellain,Igor Eduardo Castellain,1,"{""73683"": 6}"
igor jungers de campos,Igor Jungers de Campos,9,"{""66666"": 3, ""66679"": 1, ""66683"": 1, ""66684"": 4, ""66694"": 5, ""66705"": 7, ""66728"": 3, ""66769"": 2, ""66801"": 8}"
igor oliveira queiroz,Igor Oliveira Queiroz,2,"{""66802"": 4, ""66843"": 1}"
igor pinho saraiva,Igor Pinho Saraiva,1,"{""66822"": 5}"
igor scudler schleich,Igor Scudler Schleich,1,"{""66519"": 1}"
igor ximenes parente,Igor Ximenes Parente,1,"{""73897"": 6}"
ilana nogueira bezerra,Ilana Nogueira Bezerra,1,"{""66511"": 4}"
ilze picanco campos,Ilze Picanço Campos,1,"{""73677"": 5}"
ilze picanco pedroso,Ilze Picanço Pedroso,1,"{""73590"": 5}"
ineuda maria xavier de oliveira,Ineuda Maria Xavier de Oliveira,1,"{""66551"": 3}"
ingrid castro silva,Ingrid Castro Silva,4,"{""66548"": 5, ""66551"": 8, ""66636"": 3, ""66650"": 3}"
ingrid nunes da rocha,Ingrid Nunes da Rocha,1,"{""66431"": 6}"
ingrid romero bispo,Ingrid Romero Bispo,3,"{""66607"": 2, ""66617"": 1, ""66622"": 1}"
ingvar ludwing augusto de souza,Ingvar Ludwing Augusto de Souza,1,"{""73689"": 6}"
inri faria rodrigues,Inri Faria Rodrigues,1,"{""72726"": 7}"
iolanda ferreira de marais,Iolanda Ferreira de Marais,1,"{""72891"": 6}"
iolanda ferreira de morais,Iolanda Ferreira de Morais,1,"{""72836"": 8}"
iraennys letycia costa miranda climaco,Iraennys Letycia Costa Miranda Clímaco,1,"{""73404"": 4}"
irene lourdes noronha,Irene Lourdes Noronha,1,"{""73062"": 8}"
irineia de oliveira bacelar simplicio,Irinéia de Oliveira Bacelar Simplício,1,"{""72683"": 2}"
irineu tadeu velasco,Irineu Tadeu Velasco,1,"{""73292"": 4}"
isabela destro nomelini,Isabela Destro Nomelini,1,"{""66871"": 2}"
isabela farias gualberto duarte,Isabela Farias Gualberto Duarte,1,"{""66223"": 4}"
isabela leal calado,Isabela Leal Calado,2,"{""66563"": 3, ""73108"": 6}"
isabela melo bonfim,Isabela Melo Bonfim,2,"{""66444"": 2, ""66448"": 2}"
isabela menezes,Isabela Menezes,1,"{""72626"": 6}"
isabela pereira de alcantara,Isabela Pereira de Alcântara,3,"{""66577"": 4, ""66592"": 1, ""66669"": 2}"
isabela queiroz silva,Isabela Queiroz Silva,5,"{""72667"": 1, ""73913"": 4, ""74140"": 1, ""76560"": 6, ""76566"": 5}"
isabel araujo da silva,Isabel Araújo da Silva,3,"{""71598"": 3, ""73261"": 4, ""74110"": 6}"
isabela soares ribeiro patriota,Isabela Soares Ribeiro Patriota,2,"{""73731"": 5, ""74007"": 5}"
isabela vitoria alcova silva,Isabela Vitória Alcova Silva,1,"{""73770"": 3}"
isabella cristinna da silva costa,Isabella Cristinna da Silva Costa,1,"{""72697"": 4}"
isabella escarlate hannes,Isabella Escarlate Hannes,2,"{""72947"": 6, ""72952"": 6}"
isabella goncalves pierri,Isabella Gonçalves Pierri,2,"{""72582"": 2, ""72708"": 3}"
isabella g pierri,Isabella G. Pierri,1,"{""66520"": 5}"
isabella g. pierri,Isabella G. Pierri,1,"{""66522"": 5}"
isabella maria m. cunha,Isabella Maria M. Cunha,1,"{""73844"": 2}"
isabella vinholi junqueira,Isabella Vinholi Junqueira,1,"{""66223"": 3}"
isabelle christine vieira da silva martins,Isabelle Christine Vieira da Silva Martins,1,"{""66764"": 7}"
isabelli queiroz de souza,Isabelli Queiroz de Souza,1,"{""72891"": 4}"
isadora giuri calente,Isadora Giuri Calente,1,"{""66620"": 6}"
isadora helena pereira alves,Isadora Helena Pereira Alves,4,"{""73671"": 5, ""73964"": 2, ""74066"": 5, ""74122"": 2}"
isadora rodrigues da costa,Isadora Rodrigues da Costa,1,"{""66624"": 7}"
isakelly de oliveira ramos,Isakelly de Oliveira Ramos,1,"{""66444"": 7}"
isis chaves fonseca,Isis Chaves Fonseca,1,"{""74379"": 7}"
isis divanis polanco,Isis Divanis Polanco,1,"{""73238"": 3}"
isis divianis gonzalez polanco,Isis Divianis González Polanco,1,"{""73117"": 1}"
islene victor barbosa,Islene Victor Barbosa,1,"{""66884"": 4}"
israel pereira de andrade,Israel Pereira de Andrade,1,"{""72621"": 6}"
istenio pascoal,Istênio Pascoal,1,"{""73263"": 7}"
itallo ferreira,Itallo Ferreira,1,"{""66592"": 4}"
itallo ferreira sampaio,Itallo Ferreira Sampaio,1,"{""66669"": 1}"
itallo vaz,Ítallo Vaz,1,"{""73061"": 2}"
italo ferreira,Italo Ferreira,1,"{""66577"": 3}"
italo jose araujo silveira de sa,Ítalo José Araújo Silveira de Sá,1,"{""66877"": 3}"
ita pfeferman heilberg,Ita Pfeferman Heilberg,1,"{""73882"": 4}"
ivailda barbosa fonseca,Ivailda Barbosa Fonseca,1,"{""66827"": 2}"
ivana luisa vale pinheiro,Ivana Luisa Vale Pinheiro,1,"{""66747"": 1}"
ivaneida kzarina olaia ribeiro pantoja,Ivaneida Kzarina Olaia Ribeiro Pantoja,3,"{""66424"": 8, ""66434"": 7, ""72676"": 5}"
ivanna dacal veras,Ivanna Dacal Veras,1,"{""72949"": 4}"
ivan nardotto fraga moreira,Ivan Nardotto Fraga Moreira,3,"{""73879"": 1, ""73908"": 5, ""74340"": 2}"
ivens stuart lima leite,Ivens Stuart Lima Leite,1,"{""73639"": 3}"
ivone braga de oliveira,Ivone Braga de Oliveira,1,"{""73708"": 4}"
izabela filipaki kazama,Izabela Filipaki Kazama,1,"{""73683"": 5}"
iza cristina de vasconcelos martins,Iza Cristina de Vasconcelos Martins,1,"{""66763"": 6}"
izadora bighetti brito,Izadora Bighetti Brito,1,"{""72889"": 1}"
izadora karina da silva,Izadora Karina da Silva,2,"{""72836"": 4, ""72891"": 3}"
jacinto andrade costa sa,Jacinto Andrade Costa Sá,1,"{""71926"": 1}"
jacqueline carvalho galvao da silva,Jacqueline Carvalho Galvão da Silva,2,"{""73467"": 7, ""73477"": 7}"
jacqueline cortinhas monteiro,Jacqueline Cortinhas Monteiro,1,"{""73505"": 8}"
jacqueline costa teixeira caramori,Jacqueline Costa Teixeira Caramori,1,"{""66870"": 4}"
jacqueline guabiraba forte,Jacqueline Guabiraba Forte,1,"{""66444"": 5}"
jacqueline holanda de souza,Jacqueline Holanda de Souza,1,"{""66716"": 3}"
jader almeida canuto,Jáder Almeida Canuto,1,"{""66586"": 6}"
jadson soares laudelino,Jadson Soares Laudelino,1,"{""73261"": 3}"
jailson araujo dantas,Jailson Araújo Dantas,1,"{""74006"": 6}"
jaime afonso de souza netto,Jaime Afonso de Souza Netto,1,"{""73033"": 2}"
jaime antonio pena benitez,Jaime Antonio Peña Benitez,1,"{""72992"": 1}"
jaime lin,Jaime Lin,1,"{""66564"": 2}"
jairza maria barreto medeiros,Jairza Maria Barreto Medeiros,1,"{""66682"": 4}"
jaisa santana teixeira,Jaísa Santana Teixeira,1,"{""74150"": 5}"
james farley rafael maciel,James Farley Rafael Maciel,1,"{""66565"": 6}"
jamile guimaraes ferreira,Jamile Guimarães Ferreira,1,"{""66824"": 6}"
jamine yslailla vasconcelos,Jamine Yslailla Vasconcelos,1,"{""66706"": 5}"
jamine yslailla vasconcelos rodrigues,Jamine Yslailla Vasconcelos Rodrigues,9,"{""66666"": 4, ""66683"": 7, ""66696"": 3, ""66700"": 2, ""66707"": 8, ""66718"": 2, ""66722"": 4, ""66769"": 4, ""66801"": 5}"
janaina de almeida mota ramalho,Janaína de Almeida Mota Ramalho,1,"{""66879"": 3}"
jandson pires de oliveira,Jandson Pires de Oliveira,2,"{""73644"": 1, ""74189"": 1}"
jane castro santos,Jane Castro Santos,4,"{""66548"": 1, ""66551"": 1, ""66636"": 2, ""66650"": 2}"
jane das chagas lebre,Jane das Chagas Lebre,1,"{""73767"": 5}"
janete akemi kashiabara,Janete Akemi Kashiabara,1,"{""73689"": 2}"
janete daniel de alencar,Janete Daniel de Alencar,2,"{""66398"": 3, ""73162"": 1}"
janete daniel de alencar alves,Janete Daniel de Alencar Alves,1,"{""73467"": 6}"
japao drose pereira,Japão Dröse Pereira,1,"{""72702"": 4}"
jaqueline carvalho galvao da silva,Jaqueline Carvalho Galvão da Silva,1,"{""73654"": 7}"
jaqueline leal santos gouveia,Jaqueline Leal Santos Gouveia,1,"{""74075"": 2}"
jaqueline pacheco,Jaqueline Pacheco,1,"{""66339"": 4}"
jarlene alecia lopes,Jarlene Alécia Lopes,1,"{""66701"": 3}"
jassonio mendonca leite,Jassonio Mendonça Leite,3,"{""73092"": 1, ""73662"": 8, ""73685"": 7}"
jayme mendonca ramos,Jayme Mendonça Ramos,2,"{""66775"": 3, ""66796"": 2}"
jeane lorena lima dias,Jeane Lorena Lima Dias,1,"{""66764"": 3}"
jean guterrez,Jean Guterrez,1,"{""73954"": 7}"
jean tadeu brito,Jean Tadeu Brito,1,"{""73565"": 3}"
jeferson cassaro paixao,Jeferson Cassaro Paixão,1,"{""73901"": 3}"
jeferson de castro pompeo,Jeferson de Castro Pompeo,1,"{""73262"": 3}"
jefferson cassaro paixao,Jefferson Cassaro Paixão,1,"{""73373"": 3}"
jeison de oliviera gois,Jeison de Oliviera Gois,1,"{""73639"": 2}"
jenifer pendiuk goncalves,Jenifer Pendiuk Gonçalves,1,"{""66576"": 3}"
jennifer paola calero bravo,Jennifer Paola Calero Bravo,1,"{""73326"": 5}"
jesiree iglesias quadros distenhreft,Jesiree Iglésias Quadros Distenhreft,7,"{""66597"": 1, ""66608"": 1, ""66775"": 4, ""66796"": 4, ""66883"": 5, ""73027"": 5, ""74143"": 3}"
jessica alves de freitas,Jessica Alves de Freitas,1,"{""73525"": 3}"
jessica areais coelho pereira,Jéssica Areais Coelho Pereira,1,"{""66482"": 6}"
jessica azevedo de aquino,Jéssica Azevedo de Aquino,1,"{""66697"": 4}"
jessica cristine cavichiolo kampa,Jéssica Cristine Cavichiolo Kampa,1,"{""73334"": 6}"
jessica delfim andrade,Jessica Delfim Andrade,1,"{""66509"": 2}"
jessica escribano sampaio,Jéssica Escribano Sampaio,1,"{""66847"": 1}"
jessica fernandes de medeiros,Jéssica Fernandes de Medeiros,1,"{""73212"": 2}"
jessica ferreira saldanha,Jessica Ferreira Saldanha,1,"{""73906"": 1}"
jessica guimaraes rodrigues,Jéssica Guimarães Rodrigues,4,"{""66379"": 1, ""66609"": 1, ""66613"": 2, ""66628"": 2}"
jessica karen de oliveira maia,Jéssica Karen de Oliveira Maia,2,"{""66641"": 3, ""66884"": 2}"
jessica lima guerhard fidalgo,Jéssica Lima Guerhard Fidalgo,1,"{""73987"": 2}"
jessica meneses celeguim,Jéssica Meneses Celeguim,2,"{""66802"": 2, ""66843"": 2}"
jessica naylla de melo bezerra,Jessica Naylla de Melo Bezerra,1,"{""66316"": 2}"
jesus david diaz penaranda,Jesus David Diaz Penaranda,1,"{""72992"": 3}"
jhander james peixoto maciel,Jhander James Peixoto Maciel,1,"{""66888"": 6}"
jhonnata henrique carvalho,Jhonnata Henrique Carvalho,2,"{""73662"": 3, ""74080"": 7}"
joabe costa e silva,Joabe Costa e Silva,1,"{""70094"": 4}"
joana darc santana baracho,Joana DArc Santana Baracho,1,"{""72639"": 5}"
joana monteiro dias,Joana Monteiro Dias,2,"{""73205"": 2, ""73207"": 2}"
joao antonio gomides de sousa,João Antônio Gomides de Sousa,1,"{""66806"": 3}"
joao batista saldanha de castro filho,Joao Batista Saldanha de Castro Filho,1,"{""73262"": 2}"
joao carlos borromeu piraciaba,João Carlos Borromeu Piraciaba,3,"{""66488"": 8, ""66749"": 2, ""73388"": 1}"
joao carlos goldani,João Carlos Goldani,1,"{""72702"": 7}"
joao carlos guaragna,João Carlos Guaragna,1,"{""66791"": 1}"
joao domingos montoni da silva,Joao Domingos Montoni da Silva,1,"{""73326"": 6}"
joao eduardo cascelli schelb scalla pereira,João Eduardo Cascelli Schelb Scalla Pereira,1,"{""73700"": 1}"
joao egidio romao junior,João Egidio Romão Junior,8,"{""73548"": 7, ""73554"": 7, ""73568"": 6, ""73572"": 6, ""73587"": 7, ""73596"": 7, ""73636"": 7, ""73689"": 8}"
joao eudes moraes de aguiar junior,Joao Eudes Moraes de Aguiar Junior,1,"{""66877"": 6}"
